date_time,tf-IDF,#_TopTerms,Stop_Word,Train/Test_Size,Algorithm,Accuracy_Score,Accuracy_Score_not_normalized,zero_one_loss,AUC-PR,hamming_loss_avg,Jaccard_samples,Jaccard_macro,Precision,Recall,Fmeasure_Score,i,project
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.354464286,0.490178571,0.266965212,0.273809524,0.365724382,0.521410579,0.429906542,0,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.392857143,0.488392857,0.287559051,0.296010296,0.405643739,0.522727273,0.456802383,1,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.359821429,0.496428571,0.26198187,0.274151436,0.366492147,0.521091811,0.430327869,2,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.384821429,0.491964286,0.255944162,0.274044796,0.388059701,0.482598608,0.430196484,3,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.379464286,0.50625,0.258013695,0.263636364,0.370437956,0.477647059,0.417266187,4,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.333035714,0.478571429,0.270733926,0.272727273,0.355752212,0.538873995,0.428571429,5,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.359821429,0.516964286,0.240756438,0.247074122,0.341726619,0.47146402,0.39624609,6,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.375,0.508928571,0.253544365,0.261658031,0.364620939,0.480952381,0.414784394,7,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.342857143,0.510714286,0.242924235,0.250327654,0.335087719,0.497395833,0.400419287,8,audacity
2/22/22 15:08,"(1, 1)",955,Yes,0.2,Dummy,0,0,1,0.333928571,0.476785714,0.247430277,0.256267409,0.348484848,0.49197861,0.407982262,9,audacity
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.243971631,0.507092199,0.184982866,0.19481982,0.241283124,0.502906977,0.326107446,0,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.240425532,0.482269504,0.213003574,0.221076747,0.265474553,0.569321534,0.362101313,1,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.260992908,0.494326241,0.20890953,0.219484882,0.27184466,0.532608696,0.359963269,2,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.238297872,0.495035461,0.190194852,0.194925029,0.241428571,0.50297619,0.326254826,3,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.285815603,0.489361702,0.220055122,0.231625835,0.295874822,0.516129032,0.376130199,4,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.268085106,0.487943262,0.194064535,0.208285386,0.269345238,0.478835979,0.344761905,5,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.243971631,0.49858156,0.193982938,0.202947846,0.249651325,0.520348837,0.337417531,6,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.24893617,0.492907801,0.185160141,0.199308756,0.250724638,0.492877493,0.332372719,7,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.226241135,0.492907801,0.181543899,0.188084112,0.230659026,0.504702194,0.316617502,8,powertoys
2/22/22 15:08,"(1, 1)",2103,Yes,0.2,Dummy,0,0,1,0.281560284,0.49929078,0.206740216,0.216907675,0.279770445,0.491183879,0.356489945,9,powertoys
